customer_id,avg_recency_days,avg_basket_size,avg_unique_basket_size,gross_revenue,qt_returns,last_purchase,orders,qt_products,qt_items,frequency,average_ticket
17850,35.5,50.970588235294116,0.6176470588235294,5391.21,40.0,372.0,34.0,297.0,1733.0,17.0,158.565
13047,27.25,154.44444444444446,11.666666666666666,3232.59,35.0,56.0,9.0,171.0,1390.0,0.02830188679245283,359.1766666666667
12583,23.1875,335.2,7.6,6705.38,50.0,2.0,15.0,232.0,5028.0,0.04032258064516129,447.0253333333333
13748,92.66666666666667,87.8,4.8,948.25,0.0,95.0,5.0,28.0,439.0,0.017921146953405017,189.65
15100,8.6,26.666666666666668,0.3333333333333333,876.0,22.0,333.0,3.0,3.0,80.0,0.07317073170731707,292.0
15291,23.2,150.14285714285714,4.357142857142857,4623.3,29.0,25.0,14.0,102.0,2102.0,0.04011461318051576,330.2357142857143
14688,18.3,172.42857142857142,7.0476190476190474,5630.87,399.0,7.0,21.0,327.0,3621.0,0.05722070844686648,268.13666666666666
17809,35.7,171.41666666666666,3.8333333333333335,5411.91,41.0,16.0,12.0,61.0,2057.0,0.0335195530726257,450.9925
15311,4.144444444444445,419.7142857142857,6.230769230769231,60767.9,474.0,0.0,91.0,2379.0,38194.0,0.24331550802139038,667.7791208791209
16098,47.666666666666664,87.57142857142857,4.857142857142857,2005.63,0.0,87.0,7.0,67.0,613.0,0.024390243902439025,286.5185714285714
18074,,190.0,13.0,489.6,0.0,373.0,1.0,13.0,190.0,1.0,489.6
17420,161.5,88.33333333333333,9.333333333333334,598.83,0.0,50.0,3.0,30.0,265.0,0.009259259259259259,199.61
16029,9.054054054054054,648.5,0.6935483870967742,72882.09,8004.0,38.0,62.0,241.0,40207.0,0.18452380952380953,1175.5175806451612
16250,112.0,104.0,11.0,389.44,0.0,261.0,2.0,24.0,208.0,0.017699115044247787,194.72
12431,22.533333333333335,193.26666666666668,10.8,6382.45,50.0,35.0,15.0,233.0,2899.0,0.04424778761061947,425.49666666666667
17511,11.59375,2082.2258064516127,14.612903225806452,91062.38,1535.0,2.0,31.0,963.0,64549.0,0.08333333333333333,2937.496129032258
17548,78.0,58.0,5.0,103.3,190.0,233.0,1.0,5.0,58.0,1.0,103.3
13705,183.0,121.0,8.333333333333334,711.86,0.0,7.0,3.0,28.0,363.0,0.008174386920980926,237.28666666666666
13747,,8.0,1.0,79.6,0.0,373.0,1.0,1.0,8.0,1.0,79.6
13408,7.294117647058823,261.80645161290323,3.774193548387097,28117.04,104.0,1.0,62.0,478.0,16232.0,0.16621983914209115,453.5006451612903
13767,9.048780487804878,197.8918918918919,1.4864864864864864,17220.36,64.0,2.0,37.0,368.0,7322.0,0.09946236559139784,465.41513513513513
17924,41.333333333333336,165.71428571428572,3.7142857142857144,2962.5,19.0,11.0,7.0,31.0,1160.0,0.01928374655647383,423.2142857142857
13448,51.0,276.6666666666667,22.833333333333332,3539.37,22.0,16.0,6.0,195.0,1660.0,0.01675977653631285,589.895
15862,121.66666666666667,146.25,35.5,832.88,0.0,8.0,4.0,147.0,585.0,0.01092896174863388,208.22
15513,20.11764705882353,300.4736842105263,9.631578947368421,14758.220000000001,164.0,33.0,19.0,308.0,5709.0,0.05571847507331378,776.7484210526317
12791,,96.0,1.0,177.60000000000002,0.0,373.0,1.0,1.0,96.0,1.0,177.60000000000002
16218,57.333333333333336,298.2857142857143,8.0,3084.68,11.0,29.0,7.0,84.0,2088.0,0.020289855072463767,440.6685714285714
14045,132.0,133.75,1.0,1659.75,0.0,109.0,4.0,6.0,535.0,0.01509433962264151,414.9375
14307,71.25,343.0,25.0,2995.72,0.0,88.0,6.0,180.0,2058.0,0.02097902097902098,499.28666666666663
17908,,173.0,51.0,243.28,0.0,373.0,1.0,58.0,173.0,1.0,243.28
17920,23.0625,147.88235294117646,23.88235294117647,4192.2,0.0,4.0,17.0,695.0,2514.0,0.04594594594594595,246.6
12838,340.0,179.5,57.5,683.13,0.0,33.0,2.0,123.0,359.0,0.005865102639296188,341.565
13255,185.0,88.5,6.5,399.51,3.0,9.0,2.0,13.0,177.0,0.005479452054794521,199.755
16583,,111.0,14.0,233.45,0.0,373.0,1.0,14.0,111.0,1.0,233.45
18085,43.0,132.5,12.5,689.95,0.0,330.0,2.0,29.0,265.0,0.045454545454545456,344.975
13758,60.333333333333336,263.42857142857144,14.857142857142858,3190.55,0.0,11.0,7.0,117.0,1844.0,0.01928374655647383,455.79285714285714
13694,9.736842105263158,1266.24,7.32,65039.62,1504.0,3.0,50.0,568.0,63312.0,0.1347708894878706,1300.7924
15983,117.0,223.0,20.5,1475.02,0.0,22.0,4.0,113.0,892.0,0.011363636363636364,368.755
14849,23.466666666666665,227.76,6.36,7930.54,38.0,21.0,25.0,388.0,5694.0,0.0708215297450425,317.2216
17968,,160.0,74.0,277.35,0.0,373.0,1.0,85.0,160.0,1.0,277.35
16210,24.8,444.5882352941176,4.294117647058823,21076.3,0.0,1.0,17.0,122.0,7558.0,0.045576407506702415,1239.7823529411764
17897,100.5,76.33333333333333,33.333333333333336,566.6,6.0,172.0,3.0,114.0,229.0,0.01485148514851485,188.86666666666667
17377,17.5,103.8,9.5,4100.92,1.0,23.0,20.0,418.0,2076.0,0.05698005698005698,205.046
16552,131.0,109.5,8.5,379.73,0.0,242.0,2.0,17.0,219.0,0.015151515151515152,189.865
17181,316.0,120.5,11.5,239.92000000000002,0.0,57.0,2.0,23.0,241.0,0.006309148264984227,119.96000000000001
17951,111.33333333333333,205.33333333333334,6.0,1008.5400000000001,6.0,39.0,3.0,20.0,616.0,0.008955223880597015,336.18
14729,,197.0,69.0,313.49,0.0,373.0,1.0,71.0,197.0,1.0,313.49
12748,3.330357142857143,123.83980582524272,8.572815533980583,32317.32,1535.0,0.0,206.0,4580.0,25511.0,0.5508021390374331,156.8801941747573
15012,320.0,115.5,55.0,423.04,0.0,53.0,2.0,128.0,231.0,0.006230529595015576,211.52
12868,37.6,154.66666666666666,12.0,1607.0600000000002,0.0,185.0,6.0,107.0,928.0,0.031746031746031744,267.84333333333336
17572,100.66666666666667,23.75,1.75,226.75000000000003,0.0,71.0,4.0,12.0,95.0,0.013201320132013201,56.68750000000001
14078,54.4,51.666666666666664,7.666666666666667,1049.37,0.0,101.0,6.0,65.0,310.0,0.02197802197802198,174.89499999999998
14001,164.0,320.6666666666667,11.333333333333334,2043.0800000000002,0.0,45.0,3.0,39.0,962.0,0.00911854103343465,681.0266666666668
12662,37.3,185.54545454545453,11.636363636363637,3543.78,18.0,0.0,11.0,220.0,2041.0,0.029411764705882353,322.1618181818182
15525,185.5,138.0,44.0,823.42,2.0,2.0,3.0,177.0,414.0,0.008064516129032258,274.4733333333333
14237,,38.0,9.0,161.0,0.0,373.0,1.0,9.0,38.0,1.0,161.0
17905,100.66666666666667,101.75,8.25,800.24,0.0,71.0,4.0,34.0,407.0,0.013201320132013201,200.06
15485,171.5,435.3333333333333,19.666666666666668,2575.0,0.0,30.0,3.0,86.0,1306.0,0.00872093023255814,858.3333333333334
12433,74.6,1581.5714285714287,31.285714285714285,13375.87,0.0,0.0,7.0,420.0,11071.0,0.01871657754010695,1910.8385714285716
16955,47.25,66.5,4.5,518.67,20.0,184.0,4.0,25.0,266.0,0.021052631578947368,129.6675
15350,,51.0,5.0,115.65,0.0,373.0,1.0,5.0,51.0,1.0,115.65
15605,84.25,88.2,12.2,1198.23,0.0,36.0,5.0,67.0,441.0,0.014792899408284023,239.64600000000002
18144,36.6,111.91666666666667,2.25,2888.75,0.0,7.0,12.0,43.0,1343.0,0.0326975476839237,240.72916666666666
15922,1.0,138.0,11.0,369.5,2.0,373.0,1.0,11.0,138.0,1.0,369.5
14594,366.0,92.5,24.0,379.83,0.0,7.0,2.0,53.0,185.0,0.005449591280653951,189.915
15165,,160.0,27.0,487.75,0.0,373.0,1.0,27.0,160.0,1.0,487.75
14911,2.6013986013986012,403.3316582914573,8.974874371859297,140450.72,3332.0,1.0,199.0,5673.0,80263.0,0.5335120643431636,705.7825125628141
16456,68.5,229.6,16.0,2158.37,0.0,99.0,5.0,111.0,1148.0,0.01818181818181818,431.674
17841,3.3214285714285716,185.91129032258064,10.661290322580646,40967.72,203.0,1.0,124.0,7838.0,23053.0,0.3324396782841823,330.3848387096774
19001,,1207.0,522.0,4951.37,0.0,373.0,1.0,526.0,1207.0,1.0,4951.37
12472,28.583333333333332,588.5714285714286,31.142857142857142,6068.11,128.0,32.0,7.0,332.0,4120.0,0.020710059171597635,866.8728571428571
17346,28.46153846153846,110.46666666666667,19.933333333333334,2676.56,18.0,3.0,15.0,500.0,1657.0,0.04043126684636118,178.43733333333333
19010,,2.0,2.0,2.9699999999999998,0.0,373.0,1.0,2.0,2.0,1.0,2.9699999999999998
17643,,71.0,8.0,101.55,0.0,373.0,1.0,8.0,71.0,1.0,101.55
19011,,5.0,1.0,99.75,0.0,373.0,1.0,1.0,5.0,1.0,99.75
17873,73.25,209.2,4.6,1729.7800000000002,48.0,80.0,5.0,43.0,1046.0,0.017006802721088437,345.956
13093,11.777777777777779,495.125,12.125,7832.47,18.0,275.0,8.0,159.0,3961.0,0.08080808080808081,979.05875
12921,10.882352941176471,257.4594594594595,6.297297297297297,16587.09,72.0,9.0,37.0,720.0,9526.0,0.10136986301369863,448.29972972972973
13468,9.538461538461538,69.97297297297297,4.972972972972973,5704.97,8.0,1.0,37.0,302.0,2589.0,0.09919571045576407,154.1883783783784
17760,352.0,119.5,12.5,287.59,0.0,21.0,2.0,25.0,239.0,0.0056657223796034,143.795
19012,,2.0,2.0,6.7,0.0,373.0,1.0,2.0,2.0,1.0,6.7
16928,17.235294117647058,124.29411764705883,4.0,2839.65,20.0,80.0,17.0,208.0,2113.0,0.05782312925170068,167.03823529411764
16048,288.0,72.0,4.0,256.44,1.0,373.0,2.0,8.0,144.0,2.0,128.22
16274,,153.0,63.0,337.75,0.0,373.0,1.0,65.0,153.0,1.0,337.75
14496,62.0,79.5,8.0,538.8100000000001,0.0,311.0,2.0,19.0,159.0,0.031746031746031744,269.40500000000003
14696,46.125,232.85714285714286,16.714285714285715,2078.95,4.0,4.0,7.0,130.0,1630.0,0.01891891891891892,296.99285714285713
16539,123.66666666666667,119.25,9.0,1388.81,0.0,2.0,4.0,45.0,477.0,0.010752688172043012,347.2025
17025,313.0,78.33333333333333,2.6666666666666665,357.77,0.0,60.0,3.0,9.0,235.0,0.009554140127388535,119.25666666666666
13777,12.433333333333334,390.8181818181818,1.0909090909090908,25977.16,90.0,0.0,33.0,197.0,12897.0,0.08823529411764706,787.1866666666666
17690,26.384615384615383,118.2,12.4,4757.95,6.0,30.0,15.0,256.0,1773.0,0.0436046511627907,317.19666666666666
12947,23.0,194.16666666666666,13.833333333333334,1603.99,8.0,143.0,6.0,97.0,1165.0,0.025974025974025976,267.33166666666665
17460,42.142857142857146,39.333333333333336,3.0,622.4300000000001,60.0,94.0,6.0,29.0,236.0,0.02142857142857143,103.73833333333334
18229,19.05263157894737,124.4,3.3,7276.900000000001,0.0,11.0,20.0,164.0,2488.0,0.05509641873278237,363.845
14142,,313.0,22.0,311.81,0.0,373.0,1.0,22.0,313.0,1.0,311.81
17069,38.333333333333336,167.33333333333334,12.333333333333334,2709.7000000000003,24.0,28.0,9.0,143.0,1506.0,0.02601156069364162,301.0777777777778
13065,,74.0,14.0,205.86,0.0,373.0,1.0,14.0,74.0,1.0,205.86
14606,4.275862068965517,68.2967032967033,8.978021978021978,12021.65,245.0,1.0,91.0,2698.0,6215.0,0.24396782841823056,132.10604395604395
19014,,1477.0,589.0,6308.16,0.0,373.0,1.0,591.0,1477.0,1.0,6308.16
16835,245.0,30.5,5.0,180.85,0.0,128.0,2.0,10.0,61.0,0.008130081300813009,90.425
15235,17.333333333333332,110.33333333333333,11.0,2247.51,0.0,217.0,12.0,143.0,1324.0,0.07643312101910828,187.29250000000002
13576,19.105263157894736,147.0,4.333333333333333,6717.34,6.0,10.0,18.0,126.0,2646.0,0.04945054945054945,373.18555555555554
19015,,9.0,6.0,38.09,0.0,373.0,1.0,6.0,9.0,1.0,38.09
18011,,71.0,28.0,102.78999999999999,0.0,373.0,1.0,28.0,71.0,1.0,102.78999999999999
13090,24.266666666666666,174.0,7.461538461538462,8895.82,69.0,8.0,13.0,154.0,2262.0,0.03561643835616438,684.2938461538462
15694,28.615384615384617,128.92307692307693,3.1538461538461537,6464.4,12.0,0.0,13.0,77.0,1676.0,0.03485254691689008,497.2615384615384
14741,72.2,140.16666666666666,5.833333333333333,1400.34,0.0,11.0,6.0,59.0,841.0,0.016574585635359115,233.39
13715,18.2,112.6,17.8,1079.34,8.0,281.0,5.0,105.0,563.0,0.05434782608695652,215.868
14092,26.071428571428573,147.57142857142858,8.357142857142858,4076.91,5.0,7.0,14.0,214.0,2066.0,0.03977272727272727,291.2078571428571
17732,,93.0,18.0,303.97,0.0,372.0,1.0,18.0,93.0,1.0,303.97
12855,,30.0,3.0,38.1,0.0,372.0,1.0,3.0,30.0,1.0,38.1
15752,55.5,282.57142857142856,33.714285714285715,2637.38,5.0,39.0,7.0,411.0,1978.0,0.020958083832335328,376.7685714285714
17855,,197.0,17.0,208.97,0.0,372.0,1.0,17.0,197.0,1.0,208.97
14047,72.8,76.2,4.4,1308.6100000000001,4.0,8.0,5.0,32.0,381.0,0.0136986301369863,261.72200000000004
17925,,72.0,1.0,244.08,0.0,372.0,1.0,1.0,72.0,1.0,244.08
13941,58.5,472.8,4.8,5112.96,57.0,21.0,5.0,45.0,2364.0,0.014204545454545454,1022.592
17017,18.5,333.65,4.4,8694.26,60.0,2.0,20.0,252.0,6673.0,0.05390835579514825,434.713
14135,28.53846153846154,256.6666666666667,6.333333333333333,4690.31,0.0,1.0,15.0,134.0,3850.0,0.04032258064516129,312.68733333333336
13108,,298.0,10.0,350.06,0.0,372.0,1.0,10.0,298.0,1.0,350.06
12471,10.277777777777779,300.14814814814815,5.481481481481482,17424.05,246.0,2.0,27.0,439.0,8104.0,0.0743801652892562,645.3351851851852
15601,22.5625,355.92857142857144,16.428571428571427,6776.56,5.0,11.0,14.0,410.0,4983.0,0.03867403314917127,484.04
13418,21.235294117647058,217.66666666666666,12.38888888888889,6127.43,79.0,11.0,18.0,304.0,3918.0,0.049723756906077346,340.4127777777778
14766,52.0,224.83333333333334,18.5,2473.37,26.0,8.0,6.0,135.0,1349.0,0.016713091922005572,412.2283333333333
15658,30.333333333333332,48.4,8.0,1024.1000000000001,10.0,190.0,5.0,48.0,242.0,0.0273224043715847,204.82000000000002
14388,40.44444444444444,242.625,15.5,3212.84,8.0,10.0,8.0,186.0,1941.0,0.02203856749311295,401.605
14901,45.125,73.44444444444444,8.11111111111111,1421.29,2.0,11.0,9.0,96.0,661.0,0.024861878453038673,157.92111111111112
18041,19.0,181.85714285714286,13.571428571428571,4183.39,9.0,11.0,21.0,472.0,3819.0,0.058011049723756904,199.20904761904762
15955,34.8,152.5,9.785714285714286,4416.26,11.0,24.0,14.0,183.0,2135.0,0.04011461318051576,315.44714285714286
15070,,36.0,1.0,106.2,0.0,372.0,1.0,1.0,36.0,1.0,106.2
16244,161.0,427.5,44.0,1522.75,0.0,211.0,2.0,91.0,855.0,0.012345679012345678,761.375
15111,171.5,236.66666666666666,23.333333333333332,1567.48,0.0,29.0,3.0,84.0,710.0,0.00872093023255814,522.4933333333333
19016,,11.0,11.0,45.85,0.0,372.0,1.0,11.0,11.0,1.0,45.85
14390,51.714285714285715,237.33333333333334,15.0,4652.82,11.0,10.0,9.0,286.0,2136.0,0.024793388429752067,516.98
16546,82.0,274.5,12.5,787.15,852.0,290.0,2.0,25.0,549.0,0.024096385542168676,393.575
15260,45.333333333333336,126.42857142857143,8.857142857142858,1810.77,24.0,100.0,7.0,77.0,885.0,0.02564102564102564,258.68142857142857
13305,40.888888888888886,123.2,5.0,2000.86,0.0,4.0,10.0,81.0,1232.0,0.02710027100271003,200.08599999999998
14491,197.0,69.5,8.5,340.93,0.0,175.0,2.0,17.0,139.0,0.010101010101010102,170.465
14060,19.36842105263158,283.4736842105263,4.526315789473684,6140.42,12.0,4.0,19.0,202.0,5386.0,0.051490514905149054,323.18
15923,,122.0,21.0,127.08,0.0,372.0,1.0,21.0,122.0,1.0,127.08
16752,,54.0,9.0,207.5,0.0,372.0,1.0,9.0,54.0,1.0,207.5
